Estado,Municipio,Parroquia,Chavez,Radonski,Sequera,Bolivar,Reyes,Chirino,Valid,Invalid,Total
Yaracuy,Urachiche,Urachiche,8504,3341,70,5,5,6,11931,322,12253
Yaracuy,Veroes,El Guayabo,5498,1674,27,2,5,2,7208,205,7413
Yaracuy,Veroes,Farriar,5797,1188,27,1,3,1,7017,189,7206
Zulia,Almirante P,Isla De Toas,3899,1547,15,0,0,0,5461,43,5504
Zulia,Almirante P,Monagas,1746,339,0,0,0,0,2085,30,2115
Zulia,Baralt,General Urdaneta,4740,1541,23,1,2,0,6307,73,6380
Zulia,Baralt,Libertador,6197,4427,42,1,6,1,10674,179,10853
Zulia,Baralt,Manuel Guanipa Matos,3607,2613,16,1,1,1,6239,92,6331
Zulia,Baralt,Marcelino Briceno,1814,776,3,0,0,1,2594,30,2624
Zulia,Baralt,Pueblo Nuevo,8094,5373,82,2,8,2,13561,256,13817
Zulia,Baralt,San Timoteo,2952,1507,20,1,0,0,4480,47,4527
Zulia,Blvno Guajira,Alta Guajira,2138,606,8,0,1,1,2754,58,2812
Zulia,Blvno Guajira,Elias Sanchez Rubio,3130,1497,19,0,2,0,4648,72,4720
Zulia,Blvno Guajira,Guajira,14564,5436,90,3,18,9,20120,366,20486
Zulia,Blvno Guajira,Sinamaica,5292,2567,40,0,6,2,7907,125,8032
Zulia,Cabimas,Ambrosio,13813,15711,126,12,15,6,29683,391,30074
Zulia,Cabimas,Aristides Calvani,2063,1135,8,0,3,0,3209,58,3267
Zulia,Cabimas,Carmen Herrera,8959,11222,62,7,9,3,20262,300,20562
Zulia,Cabimas,German Rios Linares,14281,8131,75,9,9,4,22509,376,22885
Zulia,Cabimas,Jorge Hernandez,16041,8854,75,8,13,5,24996,486,25482
Zulia,Cabimas,La Rosa,10086,8804,71,8,5,3,18977,310,19287
Zulia,Cabimas,Punta Gorda,3617,1785,25,3,0,1,5431,82,5513
Zulia,Cabimas,Romulo Betancourt,9041,4693,52,4,4,3,13797,196,13993
Zulia,Cabimas,San Benito,8000,4322,50,6,7,2,12387,215,12602
Zulia,Catatumbo,Encontrados,4930,4125,21,1,3,0,9080,116,9196
Zulia,Catatumbo,Udon Perez,3004,2890,17,2,1,1,5915,81,5996
Zulia,Colon,Moralito,5740,3289,22,0,5,1,9057,161,9218
Zulia,Colon,San Carlos Del Zulia,4585,4333,34,2,3,0,8957,159,9116
Zulia,Colon,Santa Barbara,13923,11535,77,6,4,6,25551,429,25980
Zulia,Colon,Santa Cruz Del Zulia,2200,2235,4,0,1,1,4441,58,4499
Zulia,Colon,Urribarri,3659,2164,23,1,3,2,5852,64,5916
Zulia,Francisco J Pulg,Carlos Quevedo,2599,1771,8,1,4,2,4385,99,4484
Zulia,Francisco J Pulg,Francisco J Pulgar,1018,966,4,0,0,0,1988,35,2023
Zulia,Francisco J Pulg,Simon Rodriguez,4392,3524,15,1,3,1,7936,203,8139
Zulia,Jesus E Lossada,Jose Ramon Yepez,5838,3257,13,0,5,0,9113,165,9278
Zulia,Jesus E Lossada,La Concepcion,16645,12928,97,12,16,8,29706,625,30331
Zulia,Jesus E Lossada,Mariano Parra Leon,2179,1436,4,0,1,0,3620,60,3680
Zulia,Jesus E Lossada,San Jose,4371,1988,14,1,4,1,6379,90,6469
Zulia,Jesus M Semprun,Bari,2409,508,14,0,0,2,2933,39,2972
Zulia,Jesus M Semprun,Jesus M Semprun,6045,3188,40,1,2,0,9276,150,9426
Zulia,La Cañada De U,Andres Bello (Km 48),3035,1519,9,2,0,0,4565,52,4617
Zulia,La Cañada De U,Chiquinquira,3887,2430,12,0,1,1,6331,59,6390
Zulia,La Cañada De U,Concepcion,8164,9313,32,3,3,0,17515,168,17683
Zulia,La Cañada De U,El Carmelo,2668,2495,6,0,1,0,5170,34,5204
Zulia,La Cañada De U,Potreritos,2263,1496,3,0,0,0,3762,23,3785
Zulia,Lagunillas,Alonso De Ojeda,25914,29928,196,27,38,19,56122,1173,57295
Zulia,Lagunillas,Campo Lara,1737,1277,7,1,0,0,3022,65,3087
Zulia,Lagunillas,Eleazar Lopez C,1130,615,3,0,0,1,1749,42,1791
Zulia,Lagunillas,Libertad,9757,10122,90,6,8,3,19986,381,20367
Zulia,Lagunillas,Venezuela,8438,10096,67,6,9,7,18623,334,18957
Zulia,Machiques De P,Bartolome De Las Casas,3468,3437,19,0,3,0,6927,116,7043
Zulia,Machiques De P,Libertad,19148,15726,132,2,20,12,35040,621,35661
Zulia,Machiques De P,Rio Negro,2035,746,8,0,4,0,2793,57,2850
Zulia,Machiques De P,San Jose De Perija,4055,4801,24,1,3,1,8885,102,8987
Zulia,Mara,La Sierrita,14122,5476,62,4,11,3,19678,307,19985
Zulia,Mara,Las Parcelas,6007,1628,16,1,8,2,7662,81,7743
Zulia,Mara,Luis De Vicente,5627,3244,26,0,8,0,8905,106,9011
Zulia,Mara,Mons Marcos Sergio G,1638,390,1,0,0,0,2029,18,2047
Zulia,Mara,Ricaurte,15529,7653,86,6,13,9,23296,485,23781
Zulia,Mara,San Rafael,17586,6809,46,6,7,5,24459,220,24679
Zulia,Mara,Tamare,5482,2251,24,1,4,1,7763,98,7861
Zulia,Maracaibo,Antonio Borjas Romero,21547,11622,111,13,9,11,33313,664,33977
Zulia,Maracaibo,Bolivar,5262,10565,30,5,7,2,15871,168,16039
Zulia,Maracaibo,Cacique Mara,18282,20335,98,21,17,0,38753,563,39316
Zulia,Maracaibo,Caracciolo Parra Perez,13299,23323,88,24,7,4,36745,498,37243
Zulia,Maracaibo,Cecilio Acosta,13090,20811,86,15,14,2,34018,433,34451
Zulia,Maracaibo,Chiquinquira,11103,24487,105,18,11,8,35732,536,36268
Zulia,Maracaibo,Coquivacoa,22832,29787,119,23,13,2,52776,728,53504
Zulia,Maracaibo,Cristo De Aranza,29194,33897,144,19,24,8,63286,917,64203
Zulia,Maracaibo,Francisco Eugenio B,45147,36023,207,40,53,16,81486,1312,82798
Zulia,Maracaibo,Idelfonzo Vasquez,29462,17571,149,12,28,18,47240,949,48189
Zulia,Maracaibo,Juana De Avila,13455,30257,100,15,19,2,43848,458,44306
Zulia,Maracaibo,Luis Hurtado Higuera,19336,10461,82,7,7,4,29897,457,30354
Zulia,Maracaibo,Manuel Dagnino,22115,20437,128,25,18,4,42727,649,43376
Zulia,Maracaibo,Olegario Villalobos,11209,39288,97,25,15,2,50636,512,51148
Zulia,Maracaibo,Raul Leoni,11392,25350,62,19,9,4,36836,350,37186
Zulia,Maracaibo,San Isidro,9422,3931,38,5,11,2,13409,218,13627
Zulia,Maracaibo,Santa Lucia,8022,15953,49,12,7,3,24046,313,24359
Zulia,Maracaibo,Venancio Pulgar,28144,16429,106,18,31,19,44747,860,45607
Zulia,Miranda,Altagracia,19870,10173,88,6,10,4,30151,472,30623
Zulia,Miranda,Ana Maria Campos,2608,1658,24,1,2,1,4294,71,4365
Zulia,Miranda,Faria,2219,1133,4,1,1,0,3358,61,3419
Zulia,Miranda,San Antonio,2957,1901,17,2,4,2,4883,103,4986
Zulia,Miranda,San Jose,7920,2855,20,3,1,1,10800,131,10931
Zulia,Rosario De Perija,Donaldo Garcia,2216,348,1,0,0,0,2565,11,2576
Zulia,Rosario De Perija,El Rosario,17849,15602,86,4,17,7,33565,572,34137
Zulia,Rosario De Perija,Sixto Zambrano,2771,2004,4,0,0,0,4779,60,4839
Zulia,San Francisco,Domitila Flores,41560,25287,263,15,34,6,67165,1129,68294
Zulia,San Francisco,El Bajo,5998,3634,27,2,7,2,9670,128,9798
Zulia,San Francisco,Francisco Ochoa,20282,20332,122,15,24,5,40780,582,41362
Zulia,San Francisco,Los Cortijos,15084,6922,70,9,9,4,22098,394,22492
Zulia,San Francisco,Marcial Hernandez,8624,4306,28,2,6,2,12968,188,13156
Zulia,San Francisco,San Francisco,32456,33136,185,26,16,6,65825,774,66599
Zulia,Santa Rita,El Mene,1932,1403,16,3,1,1,3356,42,3398
Zulia,Santa Rita,Jose Cenovio Urribarr,4920,3810,28,2,2,5,8767,131,8898
Zulia,Santa Rita,Pedro Lucas Urribarri,1657,1015,5,0,0,0,2677,55,2732
Zulia,Santa Rita,Santa Rita,9913,6922,60,5,5,4,16909,268,17177
Zulia,Simon Bolivar,Manuel Manrique,6828,7346,51,4,3,5,14237,287,14524
Zulia,Simon Bolivar,Rafael Maria Baralt,5675,3482,23,4,8,5,9197,195,9392
Zulia,Simon Bolivar,Rafael Urdaneta,1728,891,11,2,2,2,2636,69,2705
Zulia,Sucre,Bobures,2051,1116,3,2,0,1,3173,66,3239
Zulia,Sucre,El Batey,2470,1011,11,1,1,3,3497,62,3559
Zulia,Sucre,Gibraltar,3604,1657,8,0,2,1,5272,103,5375
Zulia,Sucre,Heras,1944,1013,7,1,0,2,2967,67,3034
Zulia,Sucre,M Arturo Celestino A,2287,1426,6,1,2,2,3724,69,3793
Zulia,Sucre,Romulo Gallegos,6809,4564,46,3,6,2,11430,246,11676
Zulia,Valmore Rodriguez,La Victoria,7847,7538,74,4,11,4,15478,352,15830
Zulia,Valmore Rodriguez,Rafael Urdaneta,3061,2803,32,2,2,1,5901,158,6059
Zulia,Valmore Rodriguez,Raul Cuenca,5135,2742,30,1,10,1,7919,170,8089
